EXTERNAL ID,Item,Item ID,Party Name,Vendor ID,Invoice #,Length,Invoice Date,Amount,Memo,Subsidiary Id,Subsidiary,Account
OPENVENBILL_10026,freight,40392,911 Trucking LLC,30,BILL_10026,4,06/30/2025,325,6873--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10027,freight,40392,911 Trucking LLC,30,BILL_10027,4,06/30/2025,325,6873--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10028,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10028,14,10/23/2024,8862,GE/028223/2024--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10029,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10029,14,10/23/2024,6263,GE/028223/2024--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10030,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10030,14,11/11/2024,87.85,GE/029931/2024--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10031,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10031,14,11/11/2024,4588,GE/029931/2024--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10032,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10032,14,01/02/2025,4412,GE/000126/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10033,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10033,14,01/02/2025,4412,GE/000126/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10034,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10034,14,01/02/2025,4412,GE/000126/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10035,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10035,14,01/02/2025,1527,GE/000127/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10036,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10036,14,01/02/2025,1527,GE/000127/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10037,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10037,14,01/02/2025,1528,GE/000127/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10038,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10038,15,01/03/2025,950,ICB/000170/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10039,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10039,13,01/03/2025,9350,RLN00012/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10040,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10040,15,01/06/2025,34,ICB/000313/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10041,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10041,15,01/06/2025,33,ICB/000313/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10042,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10042,15,01/06/2025,33,ICB/000313/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10043,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10043,15,01/06/2025,33,ICB/000351/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10044,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10044,15,01/06/2025,34,ICB/000351/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10045,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10045,15,01/06/2025,33,ICB/000351/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10046,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10046,15,01/06/2025,25,ICB/000352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10047,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10047,15,01/06/2025,25,ICB/000352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10048,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10048,15,01/06/2025,25,ICB/000352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10049,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10049,15,01/06/2025,25,ICB/000352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10050,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10050,14,01/08/2025,21385,GE/000665/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10051,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10051,14,01/08/2025,4009,GE/000694/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10052,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10052,14,01/08/2025,4010,GE/000694/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10053,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10053,15,01/10/2025,34,ICB/000515/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10054,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10054,15,01/10/2025,33,ICB/000515/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10055,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10055,15,01/10/2025,33,ICB/000515/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10056,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10056,14,01/13/2025,3587,GE/001153/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10057,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10057,14,01/13/2025,1515,GE/001157/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10058,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10058,14,01/13/2025,1516,GE/001157/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10059,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10059,14,01/13/2025,1516,GE/001157/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10060,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10060,14,01/13/2025,12561,GE/001164/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10061,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10061,14,01/13/2025,12561,GE/001166/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10062,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10062,14,01/17/2025,2556,GE/002002/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10063,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10063,14,01/17/2025,2556,GE/002002/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10064,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10064,15,01/17/2025,34,ICB/001106/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10065,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10065,15,01/17/2025,33,ICB/001106/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10066,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10066,15,01/17/2025,33,ICB/001106/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10067,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10067,14,01/22/2025,3937,GE/002502/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10068,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10068,14,01/22/2025,561,GE/002628/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10069,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10069,14,01/22/2025,561,GE/002628/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10070,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10070,14,01/22/2025,561,GE/002628/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10071,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10071,14,01/22/2025,562,GE/002628/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10072,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10072,14,01/22/2025,561,GE/002628/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10073,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10073,14,01/22/2025,561,GE/002628/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10074,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10074,15,01/23/2025,33,ICB/001204/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10075,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10075,15,01/23/2025,33,ICB/001204/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10076,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10076,15,01/23/2025,34,ICB/001204/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10077,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10077,15,01/27/2025,34,ICB/001536/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10078,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10078,15,01/27/2025,33,ICB/001536/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10079,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10079,15,01/27/2025,33,ICB/001536/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10080,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10080,14,02/01/2025,2875,GE/001504/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10081,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10081,15,02/03/2025,100,ICB/002051/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10082,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10082,15,02/03/2025,34,ICB/002054/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10083,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10083,15,02/03/2025,33,ICB/002054/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10084,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10084,15,02/03/2025,33,ICB/002054/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10085,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10085,15,02/04/2025,100,ICB/002144/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10086,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10086,15,02/04/2025,100,ICB/002152/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10087,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10087,14,02/07/2025,1016,GE/004632/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10088,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10088,14,02/07/2025,1015,GE/004632/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10089,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10089,14,02/07/2025,1016,GE/004632/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10090,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10090,14,02/07/2025,1015,GE/004632/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10091,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10091,14,02/07/2025,1016,GE/004649/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10092,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10092,14,02/07/2025,1015,GE/004649/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10093,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10093,14,02/07/2025,1015,GE/004649/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10094,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10094,14,02/07/2025,1016,GE/004649/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10095,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10095,15,02/07/2025,50,ICB/002281/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10096,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10096,15,02/07/2025,50,ICB/002281/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10097,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10097,15,02/07/2025,100,ICB/002350/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10098,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10098,14,02/12/2025,12861,GE/004927/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10099,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10099,15,02/12/2025,50,ICB/002553/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10100,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10100,15,02/12/2025,50,ICB/002553/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10101,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10101,15,02/13/2025,100,ICB/002651/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10102,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10102,15,02/13/2025,100,ICB/002666/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10103,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10103,14,02/24/2025,2765,RLN000183/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10104,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10104,15,02/26/2025,44,ICB/003352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10105,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10105,15,02/26/2025,45,ICB/003352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10106,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10106,15,02/26/2025,45,ICB/003352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10107,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10107,15,02/26/2025,45,ICB/003352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10108,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10108,15,02/26/2025,45,ICB/003352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10109,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10109,15,02/26/2025,44.61,ICB/003352/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10110,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10110,15,02/26/2025,100,ICB/003355/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10111,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10111,15,02/27/2025,25,ICB/003414/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10112,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10112,15,02/27/2025,25,ICB/003414/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10113,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10113,15,02/27/2025,25,ICB/003414/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10114,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10114,15,02/27/2025,25,ICB/003414/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10115,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10115,15,02/27/2025,25,ICB/003417/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10116,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10116,15,02/27/2025,25,ICB/003417/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10117,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10117,15,02/27/2025,25,ICB/003417/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10118,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10118,15,02/27/2025,25,ICB/003417/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10119,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10119,14,03/05/2025,8425,RLN000217/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10120,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10120,14,03/06/2025,2912,GE/016650/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10121,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10121,13,03/07/2025,4785,IGM0005992025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10122,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10122,13,03/07/2025,3825,IGM0006002025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10123,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10123,13,03/10/2025,1202.84,RLN0003622025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10124,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10124,13,03/10/2025,352.72,RLN0003642025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10125,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10125,15,03/11/2025,50,ICB/003962/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10126,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10126,15,03/11/2025,50,ICB/003962/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10127,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10127,13,03/25/2025,6525.71,RLN00418/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10128,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10128,14,03/26/2025,4775,RLN000422/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10129,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10129,14,03/26/2025,5195,RLN000423/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10130,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10130,13,03/26/2025,4775,RLN00422/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10131,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10131,13,03/26/2025,5195.8,RLN00423/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10132,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10132,15,05/01/2025,2535,ICB/006985/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10133,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10133,15,06/05/2025,125,ICB/009186/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10134,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10134,15,06/05/2025,623.92,ICB/009188/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10135,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10135,15,06/05/2025,624,ICB/009188/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10136,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10136,15,06/05/2025,624,ICB/009188/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10137,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10137,15,06/05/2025,624,ICB/009188/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
OPENVENBILL_10138,Freight,40392,Interglobo Customs Brokers Inc.,133,BILL_10138,15,06/05/2025,624,ICB/009188/2025--Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001
