External ID,Item,Item ID,Party Name,Vendor ID,Invoice #,length,Invoice Date,New date,Balance Due,Memo,Subsidiary Id,Subsidiary,Account,BIN ,BIN ID,LOCATION,serial/lot number
OPENVENBILL23JSF11005,cogs,40391,"Jasfer Industry Co., Limited",137,23JSF11005,10,04-10-2024,04/10/2024,38.95,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10423
OPENVENBILL24JSF01009,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF01009,10,04-10-2024,04/10/2024,565.50,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10424
OPENVENBILL24JSF03029,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF03029,10,04-19-2024,04/19/2024,6330.48,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10427
OPENVENBILL24JSF04107 (R002),cogs,40391,"Jasfer Industry Co., Limited",137,24JSF04107 (R002),17,05-06-2024,05/06/2024,1217.60,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10429
OPENVENBILL24JSF04108-A (R002) - PI,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF04108-A (R002) - PI,24,05-06-2024,05/06/2024,22837.50,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10430
OPENVENBILL24JSF04108-B (R002) - PI,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF04108-B (R002) - PI,24,05-06-2024,05/06/2024,5887.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10431
OPENVENBILL24JSF04108-C (R002),cogs,40391,"Jasfer Industry Co., Limited",137,24JSF04108-C (R002),19,05-06-2024,05/06/2024,1218.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10432
OPENVENBILL24JSF04106-A (R002),cogs,40391,"Jasfer Industry Co., Limited",137,24JSF04106-A (R002),19,05-08-2024,05/08/2024,13398.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10433
OPENVENBILL23JS100503,cogs,40391,"Jasfer Industry Co., Limited",137,23JS100503,10,05-13-2024,05/13/2024,222.31,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10434
OPENVENBILL23JSF10017,cogs,40391,"Jasfer Industry Co., Limited",137,23JSF10017,10,05-30-2024,05/30/2024,233.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10436
OPENVENBILL39227-PI,cogs,40391,"Jasfer Industry Co., Limited",137,39227-PI,8,06-07-2024,06/07/2024,2252.38,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10437
OPENVENBILL35902 - PI,cogs,40391,"Jasfer Industry Co., Limited",137,35902 - PI,10,06-19-2024,06/19/2024,973.74,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10445
OPENVENBILL24JS010303 23GBCI392,cogs,40391,"Jasfer Industry Co., Limited",137,24JS010303 23GBCI392,20,06-26-2024,06/26/2024,-3160.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10446
OPENVENBILLPrePayment - PO34677/SPS,cogs,40391,"Jasfer Industry Co., Limited",137,PrePayment - PO34677/SPS,24,06-30-2024,06/30/2024,-799.20,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10447
OPENVENBILLPrePayment - PO33742/SPS,cogs,40391,"Jasfer Industry Co., Limited",137,PrePayment - PO33742/SPS,24,07-01-2024,07/01/2024,10590.91,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10448
OPENVENBILLPrePayment - PO38987/SPS,cogs,40391,"Jasfer Industry Co., Limited",137,PrePayment - PO38987/SPS,24,07-02-2024,07/02/2024,-13009.33,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10449
OPENVENBILLWHGV2406 -1,cogs,40391,"Jasfer Industry Co., Limited",137,WHGV2406 -1,11,07-30-2024,07/30/2024,748.17,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10452
OPENVENBILL20240801,cogs,40391,"Jasfer Industry Co., Limited",137,20240801,8,08-01-2024,08/01/2024,704.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10453
OPENVENBILL24JSF05009,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF05009,10,08-01-2024,08/01/2024,4000.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10454
OPENVENBILL23RT122103,cogs,40391,"Jasfer Industry Co., Limited",137,23RT122103,10,08-04-2024,08/04/2024,76480.72,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10459
OPENVENBILL24JSF05005,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF05005,10,08-08-2024,08/08/2024,590.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10461
OPENVENBILL24JSF07007,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07007,10,08-08-2024,08/08/2024,3776.83,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10462
OPENVENBILL24JSF07026,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07026,10,08-08-2024,08/08/2024,2605.83,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10463
OPENVENBILLAG-GRVG-RZ231015,cogs,40391,"Jasfer Industry Co., Limited",137,AG-GRVG-RZ231015,16,08-08-2024,08/08/2024,1975.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10464
"OPENVENBILLSR410-2,SR410-4",cogs,40391,"Jasfer Industry Co., Limited",137,"SR410-2,SR410-4",15,08-10-2024,08/10/2024,1480.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10466
OPENVENBILL24JSF06042,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF06042,10,08-23-2024,08/23/2024,5349.68,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10467
OPENVENBILL24JSF07071,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07071,10,09-01-2024,09/01/2024,2341.47,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10468
OPENVENBILL23RT110301,cogs,40391,"Jasfer Industry Co., Limited",137,23RT110301,10,09-03-2024,09/03/2024,708.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10469
OPENVENBILL24RT041801,cogs,40391,"Jasfer Industry Co., Limited",137,24RT041801,10,09-15-2024,09/15/2024,2375.12,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10470
OPENVENBILL24JSF05041,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF05041,10,09-19-2024,09/19/2024,485.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10471
OPENVENBILL24JSF08034,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08034,10,09-19-2024,09/19/2024,2091.25,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10472
OPENVENBILL24JSF09040,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF09040,10,09-21-2024,09/21/2024,80.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10473
OPENVENBILL24JSF09049,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF09049,10,09-25-2024,09/25/2024,153.41,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10474
OPENVENBILL24JSF08003,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08003,10,09-28-2024,09/28/2024,6886.20,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10475
OPENVENBILL24JSF08026A,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08026A,11,09-28-2024,09/28/2024,10405.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10476
OPENVENBILL24JSF08041,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08041,10,09-28-2024,09/28/2024,10000.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10477
OPENVENBILL24JS082101,cogs,40391,"Jasfer Industry Co., Limited",137,24JS082101,10,10-01-2024,10/01/2024,14299.59,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10479
OPENVENBILL24RT082701,cogs,40391,"Jasfer Industry Co., Limited",137,24RT082701,10,10-01-2024,10/01/2024,18951.66,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10481
OPENVENBILL24RT082801,cogs,40391,"Jasfer Industry Co., Limited",137,24RT082801,10,10-01-2024,10/01/2024,2197.97,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10482
OPENVENBILL24JSF02004,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF02004,10,10-01-2024,10/01/2024,12724.34,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10483
OPENVENBILL24JSF06001,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF06001,10,10-01-2024,10/01/2024,8069.66,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10484
OPENVENBILL24JSF08032,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08032,10,10-01-2024,10/01/2024,750.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10485
OPENVENBILL24JSF05006,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF05006,10,10-02-2024,10/02/2024,305.83,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10486
OPENVENBILL777306000000,cogs,40391,"Jasfer Industry Co., Limited",137,7.77E+11,12,10-02-2024,10/02/2024,4332.32,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10487
OPENVENBILL24JSF06028,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF06028,10,10-12-2024,10/12/2024,708.66,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10492
OPENVENBILL24JSF07049,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07049,10,10-12-2024,10/12/2024,2763.18,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10493
OPENVENBILL24RT071603,cogs,40391,"Jasfer Industry Co., Limited",137,24RT071603,10,10-14-2024,10/14/2024,17021.64,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10495
OPENVENBILL24JSF-MT0601,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF-MT0601,12,10-18-2024,10/18/2024,267.27,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10496
OPENVENBILL24JSF07062,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07062,10,10-25-2024,10/25/2024,135.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10500
OPENVENBILL24JSF07063,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07063,10,10-25-2024,10/25/2024,225.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10501
OPENVENBILL24BL070202,cogs,40391,"Jasfer Industry Co., Limited",137,24BL070202,10,10-30-2024,10/30/2024,7073.32,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10502
OPENVENBILL24JSF08056,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08056,10,10-30-2024,10/30/2024,215.01,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10503
OPENVENBILL24RT051102,cogs,40391,"Jasfer Industry Co., Limited",137,24RT051102,10,10-31-2024,10/31/2024,2214.07,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10504
OPENVENBILL24RT070601,cogs,40391,"Jasfer Industry Co., Limited",137,24RT070601,10,11-01-2024,11/01/2024,8021.62,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10509
OPENVENBILL24JSF10019,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF10019,10,11-08-2024,11/08/2024,2057.98,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10512
OPENVENBILL24JSF09018,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF09018,10,11-15-2024,11/15/2024,16123.92,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10518
OPENVENBILL24JS090201,cogs,40391,"Jasfer Industry Co., Limited",137,24JS090201,10,11-18-2024,11/18/2024,789.97,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10519
OPENVENBILL20241120,cogs,40391,"Jasfer Industry Co., Limited",137,20241120,8,11-20-2024,11/20/2024,2426.91,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10520
OPENVENBILL24JSF06102,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF06102,10,11-20-2024,11/20/2024,32314.59,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10521
OPENVENBILL5642,cogs,40391,"Jasfer Industry Co., Limited",137,5642,4,11-21-2024,11/21/2024,-427.39,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10522
OPENVENBILL24JSF08069,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08069,10,11-22-2024,11/22/2024,9068.65,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10523
OPENVENBILL24JSF11068,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF11068,10,11-22-2024,11/22/2024,686.94,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10524
OPENVENBILL24RT101905,cogs,40391,"Jasfer Industry Co., Limited",137,24RT101905,10,11-28-2024,11/28/2024,50.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10526
OPENVENBILL24JSF07060,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07060,10,12-01-2024,12/01/2024,368.34,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10527
OPENVENBILL24BL092301,cogs,40391,"Jasfer Industry Co., Limited",137,24BL092301,10,12-02-2024,12/02/2024,765.69,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10528
OPENVENBILL24JS090403,cogs,40391,"Jasfer Industry Co., Limited",137,24JS090403,10,12-02-2024,12/02/2024,3.99,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10529
OPENVENBILLW-1204,cogs,40391,"Jasfer Industry Co., Limited",137,W-1204,6,12-04-2024,12/04/2024,-1466.25,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10530
OPENVENBILL24JS080904,cogs,40391,"Jasfer Industry Co., Limited",137,24JS080904,10,12-05-2024,12/05/2024,7500.90,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10531
OPENVENBILL24RT052204,cogs,40391,"Jasfer Industry Co., Limited",137,24RT052204,10,12-16-2024,12/16/2024,10420.91,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10532
OPENVENBILL24JS083002,cogs,40391,"Jasfer Industry Co., Limited",137,24JS083002,10,12-21-2024,12/21/2024,1571.59,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10535
OPENVENBILL24JSF09010,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF09010,10,12-25-2024,12/25/2024,4350.49,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10540
OPENVENBILL24JS110405,cogs,40391,"Jasfer Industry Co., Limited",137,24JS110405,10,12-26-2024,12/26/2024,83.78,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10541
OPENVENBILL24JSF07024,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07024,10,12-31-2024,12/31/2024,80.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10542
OPENVENBILL24JSF08020,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08020,10,01-01-2025,01/01/2025,2121.40,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10544
OPENVENBILL24JSF09055,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF09055,10,01-01-2025,01/01/2025,1672.93,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10548
OPENVENBILLW-0103,cogs,40391,"Jasfer Industry Co., Limited",137,W-0103,6,01-03-2025,01/03/2025,-1061.27,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10549
OPENVENBILL24JSF12050,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF12050,10,01-06-2025,01/06/2025,839.54,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10550
OPENVENBILL24JSF10027,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF10027,10,01-08-2025,01/08/2025,800.01,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10552
OPENVENBILLW-0109,cogs,40391,"Jasfer Industry Co., Limited",137,W-0109,6,01-09-2025,01/09/2025,-228.07,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10553
OPENVENBILLWHGV2409-1,cogs,40391,"Jasfer Industry Co., Limited",137,WHGV2409-1,10,01-14-2025,01/14/2025,910.19,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10557
OPENVENBILL24JSF02010,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF02010,10,01-16-2025,01/16/2025,121.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10558
OPENVENBILLW-0117,cogs,40391,"Jasfer Industry Co., Limited",137,W-0117,6,01-17-2025,01/17/2025,-8140.67,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10559
OPENVENBILL24BL123001,cogs,40391,"Jasfer Industry Co., Limited",137,24BL123001,10,01-20-2025,01/20/2025,590.90,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10560
OPENVENBILL25JSF01021,cogs,40391,"Jasfer Industry Co., Limited",137,25JSF01021,10,01-20-2025,01/20/2025,330.60,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10561
OPENVENBILL24JSF08001,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08001,10,01-20-2025,01/20/2025,1619.71,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10562
OPENVENBILL24JSF08051,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08051,10,01-20-2025,01/20/2025,3208.66,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10563
OPENVENBILL24JSF11008,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF11008,10,01-21-2025,01/21/2025,205.90,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10568
OPENVENBILL24JSF11009,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF11009,10,01-21-2025,01/21/2025,104.69,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10569
OPENVENBILL24JSF12046,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF12046,10,01-23-2025,01/23/2025,14370.73,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10570
OPENVENBILL24RT092505,cogs,40391,"Jasfer Industry Co., Limited",137,24RT092505,10,01-23-2025,01/23/2025,7.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10571
OPENVENBILL24JS112001,cogs,40391,"Jasfer Industry Co., Limited",137,24JS112001,10,01-23-2025,01/23/2025,150.99,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10572
OPENVENBILL24JSF10056,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF10056,10,01-24-2025,01/24/2025,137.10,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10573
OPENVENBILL24JSF11004,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF11004,10,01-24-2025,01/24/2025,2155.70,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10574
OPENVENBILL24JSF12008,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF12008,10,01-24-2025,01/24/2025,10.00,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10575
OPENVENBILLW-0124,cogs,40391,"Jasfer Industry Co., Limited",137,W-0124,6,01-24-2025,01/24/2025,-26290.30,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10576
OPENVENBILL25JSF01004,cogs,40391,"Jasfer Industry Co., Limited",137,25JSF01004,10,02-13-2025,02/13/2025,527.59,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10577
OPENVENBILL24JSF07044,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF07044,10,02-24-2025,02/24/2025,30977.29,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10580
OPENVENBILL24JSF10039,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF10039,10,02-25-2025,02/25/2025,3995.42,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10581
OPENVENBILL24BL110706,cogs,40391,"Jasfer Industry Co., Limited",137,24BL110706,10,03-04-2025,03/04/2025,1468.92,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10582
OPENVENBILL24JSF08073,cogs,40391,"Jasfer Industry Co., Limited",137,24JSF08073,10,03-13-2025,03/13/2025,6798.95,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10583
