External ID,Item,Item ID,Party Name,vendor ID,Invoice #,OLD,length,Invoice Date,New date,Balance Due,Memo,Subsidiary Id,Account,BIN,BIN ID,LOCATION,serial/lot number
OPENVENBILL_30039,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30039,24JSF08070,10,01-13-2025,1/13/2025,20223.08,24JSF08070 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10556
OPENVENBILL_30040,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30040,24JSF12032,10,01-21-2025,1/21/2025,2273.83,24JSF12032 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10564
OPENVENBILL_30041,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30041,24JSF12032,10,01-21-2025,1/21/2025,3036.33,24JSF12032 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10565
OPENVENBILL_30042,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30042,24JSF04008,10,01-21-2025,1/21/2025,776.00,24JSF04008 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10566
OPENVENBILL_30043,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30043,24JSF04008,10,01-21-2025,1/21/2025,2137.27,24JSF04008 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10567
OPENVENBILL_30044,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30044,24JSF05040,10,02-15-2025,2/15/2025,1753.53,24JSF05040 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10578
OPENVENBILL_30045,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30045,24JSF05040,10,02-19-2025,2/19/2025,330.30,24JSF05040 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10579
OPENVENBILL_30046,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30046,24BL111011,10,03-24-2025,3/24/2025,118.01,24BL111011 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10585
OPENVENBILL_30047,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30047,24JS110401,10,05-11-2025,05/11/2025,4555.46,24JS110401 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10624
OPENVENBILL_30048,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30048,24JS121102,10,05-11-2025,05/11/2025,420.22,24JS121102 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10625
OPENVENBILL_30049,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30049,24JS111408,10,05-12-2025,05/12/2025,5543.21,24JS111408 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10630
OPENVENBILL_30050,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30050,25JSF01022,10,05-19-2025,5/19/2025,8860.27,25JSF01022 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10632
OPENVENBILL_30051,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30051,25JSF01022,10,05-19-2025,5/19/2025,2164.03,25JSF01022 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10635
OPENVENBILL_30052,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30052,25BL041601,10,05-19-2025,5/19/2025,412.30,25BL041601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10639
OPENVENBILL_30053,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30053,24JSF11060,10,05-19-2025,5/19/2025,1059.45,24JSF11060 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10644
OPENVENBILL_30054,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30054,24RT103106,10,05-19-2025,5/19/2025,12165.20,24RT103106 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10647
OPENVENBILL_30055,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30055,24JS111408,10,05-19-2025,5/19/2025,84.78,24JS111408 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10648
OPENVENBILL_30056,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30056,24JS121102,10,05-19-2025,5/19/2025,2945.65,24JS121102 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10650
OPENVENBILL_30057,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30057,24JS121106,10,05-19-2025,5/19/2025,1031.74,24JS121106 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10651
OPENVENBILL_30058,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30058,24JSF11060,10,05-19-2025,5/19/2025,956.99,24JSF11060 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10654
OPENVENBILL_30059,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30059,25BL021302,10,05-19-2025,5/19/2025,4389.61,25BL021302 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10657
OPENVENBILL_30060,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30060,24JSF11039,10,05-21-2025,5/21/2025,114.23,24JSF11039 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10661
OPENVENBILL_30061,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30061,24JSF11039,10,05-21-2025,5/21/2025,651.45,24JSF11039 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10662
OPENVENBILL_30062,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30062,24BL010601,10,05-29-2025,5/29/2025,14743.72,24BL010601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10669
OPENVENBILL_30063,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30063,25BL041601,10,05-29-2025,5/29/2025,543.45,25BL041601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10674
OPENVENBILL_30064,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30064,25JS011606,10,05-29-2025,5/29/2025,1228.35,25JS011606 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10679
OPENVENBILL_30065,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30065,25JS012001,10,05-29-2025,5/29/2025,5230.71,25JS012001 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10680
OPENVENBILL_30066,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30066,25JS012001,10,05-29-2025,5/29/2025,40325.30,25JS012001 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10681
OPENVENBILL_30067,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30067,25JS011606,10,05-29-2025,5/29/2025,11261.08,25JS011606 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10682
OPENVENBILL_30068,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30068,25JS012001,10,05-29-2025,5/29/2025,21780.52,25JS012001 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10684
OPENVENBILL_30069,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30069,25BL021302,10,05-29-2025,5/29/2025,1787.12,25BL021302 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10685
OPENVENBILL_30070,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30070,24BL111011,10,05-30-2025,5/30/2025,6353.16,24BL111011 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10693
OPENVENBILL_30071,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30071,24JSF12036,10,05-30-2025,5/30/2025,2156.42,24JSF12036 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10696
OPENVENBILL_30072,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30072,24BL112004,10,06-08-2025,06/08/2025,18247.45,24BL112004 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10708
OPENVENBILL_30073,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30073,25JSF02070,10,06-08-2025,06/08/2025,5904.13,25JSF02070 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10709
OPENVENBILL_30074,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30074,25JSF02070,10,06-08-2025,06/08/2025,57317.56,25JSF02070 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10711
OPENVENBILL_30075,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30075,25RT032501,10,06-08-2025,06/08/2025,420.87,25RT032501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10714
OPENVENBILL_30076,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30076,24BL010601,10,06-09-2025,06/09/2025,3903.18,24BL010601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10715
OPENVENBILL_30077,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30077,24JS121106,10,06-12-2025,06/12/2025,86.86,24JS121106 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10718
OPENVENBILL_30078,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30078,24RT103106,10,06-12-2025,06/12/2025,14536.12,24RT103106 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10719
OPENVENBILL_30079,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30079,24BL112004,10,06-27-2025,6/27/2025,15788.49,24BL112004 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10793
OPENVENBILL_30080,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30080,24JSF12036,10,06-28-2025,6/28/2025,3966.89,24JSF12036 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10803
OPENVENBILL_30081,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30081,25RT032501,10,06-28-2025,6/28/2025,2047.49,25RT032501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10807
OPENVENBILL_30082,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30082,20250630,8,06-30-2025,6/30/2025,90.00,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10811
OPENVENBILL_30083,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30083,20250630,8,06-30-2025,6/30/2025,110.00,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10816
OPENVENBILL_30084,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30084,20250630,8,06-30-2025,6/30/2025,383.00,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10817
OPENVENBILL_30085,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30085,20250630,8,06-30-2025,6/30/2025,440.98,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10818
OPENVENBILL_30086,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30086,20250630,8,06-30-2025,6/30/2025,1033.94,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10819
OPENVENBILL_30087,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30087,20250630,8,06-30-2025,6/30/2025,1084.53,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10820
OPENVENBILL_30088,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30088,20250630,8,06-30-2025,6/30/2025,1321.47,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10821
OPENVENBILL_30089,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30089,20250630,8,06-30-2025,6/30/2025,1535.77,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10822
OPENVENBILL_30090,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30090,20250630,8,06-30-2025,6/30/2025,1705.83,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10823
OPENVENBILL_30091,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30091,20250630,8,06-30-2025,6/30/2025,2408.53,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10824
OPENVENBILL_30092,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30092,20250630,8,06-30-2025,6/30/2025,2664.00,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10825
OPENVENBILL_30093,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30093,20250630,8,06-30-2025,6/30/2025,4824.38,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10826
OPENVENBILL_30094,cogs,40391,"Jasfer Industry Co., Limited",137,BILL_30094,20250630,8,06-30-2025,6/30/2025,6821.66,20250630 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10827
OPENVENBILL_30095,cogs,40391,Koby Singletary,1944,BILL_30095,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10833
OPENVENBILL_30096,cogs,40391,Koby Singletary,1944,BILL_30096,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10834
OPENVENBILL_30097,cogs,40391,Koby Singletary,1944,BILL_30097,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10835
OPENVENBILL_30098,cogs,40391,Koby Singletary,1944,BILL_30098,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10836
OPENVENBILL_30099,cogs,40391,Koby Singletary,1944,BILL_30099,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10837
OPENVENBILL_30100,cogs,40391,Koby Singletary,1944,BILL_30100,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10838
OPENVENBILL_30101,cogs,40391,Koby Singletary,1944,BILL_30101,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10839
OPENVENBILL_30102,cogs,40391,Koby Singletary,1944,BILL_30102,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10840
OPENVENBILL_30103,cogs,40391,Koby Singletary,1944,BILL_30103,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10841
OPENVENBILL_30104,cogs,40391,Koby Singletary,1944,BILL_30104,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10842
OPENVENBILL_30105,cogs,40391,Koby Singletary,1944,BILL_30105,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10843
OPENVENBILL_30106,cogs,40391,Koby Singletary,1944,BILL_30106,SZPECM146501,12,02-24-2025,2/24/2025,13.08,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10844
OPENVENBILL_30107,cogs,40391,Koby Singletary,1944,BILL_30107,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10845
OPENVENBILL_30108,cogs,40391,Koby Singletary,1944,BILL_30108,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10846
OPENVENBILL_30109,cogs,40391,Koby Singletary,1944,BILL_30109,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10847
OPENVENBILL_30110,cogs,40391,Koby Singletary,1944,BILL_30110,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10848
OPENVENBILL_30111,cogs,40391,Koby Singletary,1944,BILL_30111,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10849
OPENVENBILL_30112,cogs,40391,Koby Singletary,1944,BILL_30112,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10850
OPENVENBILL_30113,cogs,40391,Koby Singletary,1944,BILL_30113,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10851
OPENVENBILL_30114,cogs,40391,Koby Singletary,1944,BILL_30114,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10852
OPENVENBILL_30115,cogs,40391,Koby Singletary,1944,BILL_30115,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10853
OPENVENBILL_30116,cogs,40391,Koby Singletary,1944,BILL_30116,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10854
OPENVENBILL_30117,cogs,40391,Koby Singletary,1944,BILL_30117,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10855
OPENVENBILL_30118,cogs,40391,Koby Singletary,1944,BILL_30118,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10856
OPENVENBILL_30119,cogs,40391,Koby Singletary,1944,BILL_30119,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10857
OPENVENBILL_30120,cogs,40391,Koby Singletary,1944,BILL_30120,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10858
OPENVENBILL_30121,cogs,40391,Koby Singletary,1944,BILL_30121,SZPECM146501,12,02-24-2025,2/24/2025,12.00,SZPECM146501 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10859
OPENVENBILL_30122,cogs,40391,Koby Singletary,1944,BILL_30122,SZPECY797601,12,02-24-2025,2/24/2025,17.08,SZPECY797601 - Import SPS data by Invoice in NetSuite,3,A20001,CW-001,17,2,10860
