External ID,Item,Item ID,Party Name,Vendor ID,Invoice #,length,Invoice Date,New date,Balance Due,Memo,Subsidiary Id,Subsidiary,Account,BIN ,BIN ID,LOCATION,serial/lot number
OPENVENBILL41188101,cogs,40391,MDC Interior Solutions,1267,41188101,8,06-22-2025,06/22/2025,1748.55,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10392
OPENVENBILLcredit from overpayment,cogs,40391,Mediterranean Shipping Co. USA Inc,167,credit from overpayment,23,03-03-2025,03/03/2025,1247.44,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10394
OPENVENBILLW-0811,cogs,40391,Mellowland Furnishing Inc.,168,W-0811,6,08-11-2023,08/11/2023,90.03,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10396
OPENVENBILLW-0817,cogs,40391,Mellowland Furnishing Inc.,168,W-0817,6,08-17-2023,08/17/2023,513.7,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10151
OPENVENBILLW-0116,cogs,40391,Mellowland Furnishing Inc.,168,W-0116,6,01-16-2024,01/16/2024,102.74,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10153
OPENVENBILLPrePayment - PO60188,cogs,40391,Milliken & Company,1269,PrePayment - PO60188,20,06-13-2025,06/13/2025,1026.14,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10155
OPENVENBILLW-0623,cogs,40391,Modular Shower Walls,1270,W-0623,6,06-23-2025,06/23/2025,88,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10157
OPENVENBILL824013041 - PF,cogs,40391,Momentum Group,1971,824013041 - PF,14,11-06-2024,11/06/2024,44.04,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10159
OPENVENBILLPrePayment - PO1258/NetSuite,cogs,40391,Momentum Group,1971,PrePayment - PO1258/NetSuite,28,04-09-2025,04/09/2025,1146.53,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10161
OPENVENBILLW-0513,cogs,40391,Momentum Group,1971,W-0513,6,05-13-2025,05/13/2025,532.7,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10163
OPENVENBILLW-0604,cogs,40391,Momentum Group,1971,W-0604,6,06-04-2025,06/04/2025,578.51,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10165
OPENVENBILLW-0609,cogs,40391,Momentum Group,1971,W-0609,6,06-09-2025,06/09/2025,533.44,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10167
OPENVENBILLPrePayment - PO45773/NetSuite,cogs,40391,Monster displays,2411,PrePayment - PO45773/NetSuite,29,04-22-2025,04/22/2025,2668.07,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10169
OPENVENBILLPrePayment - PO60080/NetSuite,cogs,40391,Monster displays,2411,PrePayment - PO60080/NetSuite,29,05-11-2025,05/11/2025,1104.19,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10171
OPENVENBILLW11262024,cogs,40391,Muraspec Decorative Solutions Limited,1274,W11262024,9,11-26-2024,11/26/2024,8993.46,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10173
OPENVENBILLPrePayment - PO60620/NetSuite,cogs,40391,"National Wallcovering, Inc.",1275,PrePayment - PO60620/NetSuite,29,04-19-2024,04/19/2024,3986.78,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10175
OPENVENBILL45644,cogs,40391,OrientO,1946,12-18-2024,5,12-18-2024,12/18/2024,210,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10002
OPENVENBILLW-0606,cogs,40391,PADRON FLOORING & DESIGN CENTER,2558,W-0606,6,06-06-2025,06/06/2025,3410,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10005
"OPENVENBILLW-0207 $234,289.27",cogs,40391,Pantarei S.R.L,1280,"W-0207 $234,289.27",18,02-07-2024,02/07/2024,52670.48,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10100
"OPENVENBILLW-0215 $140,370.71",cogs,40391,Pantarei S.R.L,1280,"W-0215 $140,370.71",18,02-15-2024,02/15/2024,6000,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10111
OPENVENBILLW-06142024,cogs,40391,Pantarei S.R.L,1280,W-06142024,10,06-14-2024,06/14/2024,12654.21,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10116
OPENVENBILLPrePayment - PO36504/SPS,cogs,40391,Pantarei S.R.L,1280,PrePayment - PO36504/SPS,24,08-01-2024,08/01/2024,33.19,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10124
OPENVENBILLW-0920,cogs,40391,Pantarei S.R.L,1280,W-0920,6,09-20-2024,09/20/2024,10537.96,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10128
OPENVENBILLW-06072024,cogs,40391,Papatya,1333,W-06072024,10,06-07-2024,06/07/2024,25.9,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10130
OPENVENBILLW-06122024,cogs,40391,Papatya,1333,W-06122024,10,06-12-2024,06/12/2024,55.7,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10132
OPENVENBILLW-0212,cogs,40391,PIERMARIA NEW FORM SRL,1281,W-0212,6,02-12-2025,02/12/2025,3110.12,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10134
OPENVENBILL23,cogs,40391,PIERMARIA NEW FORM SRL,1281,23,2,05-23-2025,05/23/2025,3650.96,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10136
OPENVENBILLPrePayment - PO60012/NetSuite,cogs,40391,Quartz America LLC,1690,PrePayment - PO60012/NetSuite,29,05-15-2025,05/15/2025,3949.02,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10138
OPENVENBILLW-0408,cogs,40391,"Raytop Industry Co., LTD",1284,W-0408,6,04-08-2022,04/08/2022,5992.38,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10140
OPENVENBILLW-0824,cogs,40391,"Raytop Industry Co., LTD",1284,W-0824,6,08-24-2022,08/24/2022,10500,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10142
OPENVENBILLW-0229,cogs,40391,"Raytop Industry Co., LTD",1284,W-0229,6,02-29-2024,02/29/2024,4113.66,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10144
"OPENVENBILLW-0710 $121,645.48",cogs,40391,Richwood Hospitality Co. LTD,1285,"W-0710 $121,645.48",18,07-10-2024,07/10/2024,6064.03,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10146
OPENVENBILLPrePayment - PO43955/SPS,cogs,40391,Richwood Hospitality Co. LTD,1285,PrePayment - PO43955/SPS,24,10-24-2024,10/24/2024,822.86,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10148
OPENVENBILLW-1219,cogs,40391,Richwood Hospitality Co. LTD,1285,W-1219,6,12-19-2024,12/19/2024,534,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10150
OPENVENBILLPrePayment - PO1262/NetSuite,cogs,40391,Richwood Hospitality Co. LTD,1285,PrePayment - PO1262/NetSuite,28,12-31-2024,12/31/2024,3289.33,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10164
OPENVENBILLW-0108,cogs,40391,Richwood Hospitality Co. LTD,1285,W-0108,6,01-08-2025,01/08/2025,24479.56,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10166
OPENVENBILLW-0113,cogs,40391,Richwood Hospitality Co. LTD,1285,W-0113,6,01-13-2025,01/13/2025,7601.53,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10168
OPENVENBILLW-0407,cogs,40391,Richwood Hospitality Co. LTD,1285,W-0407,6,04-07-2025,04/07/2025,12376.54,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10170
OPENVENBILLW-0206,cogs,40391,Richwood Hospitality Co. LTD,1285,W-0206,6,06-02-2025,06/02/2025,2315,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10172
OPENVENBILLW-0602,cogs,40391,ShawInd,1964,W-0602,6,06-02-2025,06/02/2025,737.86,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10177
OPENVENBILLW-0621,cogs,40391,ShawInd,1964,W-0621,6,06-21-2025,06/21/2025,25755.06,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10179
OPENVENBILLPrePayment - PO592/NetSuite,cogs,40391,"Sponge Cushion, Inc.",1541,PrePayment - PO592/NetSuite,27,04-07-2025,04/07/2025,862.7,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10181
OPENVENBILLPrePayment - PO43225/SPS,cogs,40391,"Stonepeak Ceramics, Inc.",228,PrePayment - PO43225/SPS,24,06-16-2025,06/16/2025,8548.63,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10184
OPENVENBILLPrePayment - PO42793/SPS,cogs,40391,Tarkett Hospitality,1288,PrePayment - PO42793/SPS,24,04-03-2025,04/03/2025,1366.16,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10186
OPENVENBILLW-0423,cogs,40391,Tarkett Hospitality,1288,W-0423,6,04-23-2025,04/23/2025,325.91,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10253
OPENVENBILL27375,cogs,40391,"T.M. Leader Contract, S.L.",1289,27375,5,07-17-2024,07/17/2024,676.2,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10249
OPENVENBILLPrePayment - PO60195/NetSuite,cogs,40391,U.S. Vinyl Manufacturing Corp,1292,PrePayment - PO60195/NetSuite,29,04-24-2025,04/24/2025,10595.3,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10251
OPENVENBILLPrePayment - PO60028/NetSuite,cogs,40391,U.S. Vinyl Manufacturing Corp,1292,PrePayment - PO60028/NetSuite,29,06-18-2025,06/18/2025,10595.3,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10255
OPENVENBILLPrePayment - PO60340/NetSuite,cogs,40391,U.S. Vinyl Manufacturing Corp,1292,PrePayment - PO60340/NetSuite,29,06-25-2025,06/25/2025,4881.37,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10257
OPENVENBILLPrePayment - PO60078/NetSuite,cogs,40391,WILSONART LLC,2646,PrePayment - PO60078/NetSuite,29,06-25-2025,06/25/2025,1508.22,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10260
OPENVENBILLW-0528,cogs,40391,"WOW USA, Inc.",2367,W-0528,6,05-28-2025,05/28/2025,846.5,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10262
OPENVENBILLW-0617,cogs,40391,"WOW USA, Inc.",2367,W-0617,6,06-17-2025,06/17/2025,2223.95,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10275
OPENVENBILLPrePayment,cogs,40391,"Xiamen Deyuan Panmin Trading Co., LTD",1295,PrePayment,10,05-02-2025,05/02/2025,18732.54,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10277
OPENVENBILLW-1105,cogs,40391,"Yesenye Furniture Co., Ltd",1296,W-1105,6,11-05-2024,11/05/2024,3983,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10279
OPENVENBILL36106,cogs,40391,ZBOM Cabinets Corp.,1297,36106,5,12-19-2024,12/19/2024,18000,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10281
OPENVENBILLW-0310,cogs,40391,ZBOM Cabinets Corp.,1297,W-0310,6,03-10-2025,03/10/2025,6266.98,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10288
OPENVENBILL46009,cogs,40391,ZBOM Cabinets Corp.,1297,46009,5,05-20-2025,05/20/2025,2232.3,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10290
OPENVENBILLLaxmi-0664,cogs,40391,ZBOM Cabinets Corp.,1297,Laxmi-0664,10,06-05-2025,06/05/2025,3747.42,Import SPS data by Invoice in NetSuite,3,Graniti Vicentia LLC,A20001,CW-001,17,2,10295
